customer_id,signup_date,age_band,postal_district,income_tier,latent_segment,total_spend_24mo,avg_basket_size,visits_per_week,weekend_browse_fraction,luxury_category_fraction,distinct_categories,days_since_last_visit,marketing_email_open_rate
C01287,2025-04-23,18-24,78,low,weekend_browser_bargain,882.5,24.64,0.71,0.903,0.186,3,2,0.565
C01288,2026-01-04,35-44,10,high,family_bulk_weekly,1368.16,80.34,0.963,0.639,0.328,5,6,0.422
C01289,2024-12-27,55+,11,high,corporate_gifter_seasonal,3230.65,248.73,0.16,0.315,0.726,6,3,0.875
C01290,2025-12-23,25-34,78,low,weekend_browser_bargain,507.5,37.88,0.752,0.7,0.016,5,6,0.575
C01291,2025-08-12,45-54,03,high,corporate_gifter_seasonal,2351.12,275.11,0.276,0.403,0.698,5,3,0.569
C01292,2025-07-19,35-44,01,high,weekday_luxury_regular,13898.89,143.27,2.543,0.043,0.712,2,5,0.404
C01293,2026-03-15,18-24,10,high,lapsed_reactivatable,44.18,38.37,0.179,0.374,0.43,2,99,0.328
C01294,2025-05-21,18-24,78,low,weekend_browser_bargain,1457.42,40.9,0.727,0.851,0.088,1,5,0.47
C01295,2026-03-27,18-24,02,high,new_digital_native,62.97,37.9,0.519,0.424,0.4,5,2,0.2
C01296,2024-07-08,18-24,76,low,casual_long_tail,1814.51,26.86,0.749,0.64,0.508,3,2,0.606
C01297,2024-07-07,35-44,01,high,casual_long_tail,2129.39,48.97,0.481,0.392,0.434,3,0,0.578
C01298,2024-07-21,35-44,01,high,corporate_gifter_seasonal,136.18,5.0,0.273,0.395,0.856,4,0,0.416
C01299,2024-12-20,25-34,01,high,corporate_gifter_seasonal,5026.29,272.36,0.272,0.443,0.571,2,6,0.69
C01300,2026-04-22,45-54,17,mid,new_digital_native,102.93,46.85,2.0,0.352,0.503,2,6,0.726
C01301,2025-11-15,35-44,11,high,weekday_luxury_regular,7839.83,119.2,2.553,0.241,1.0,7,4,0.865
C01302,2026-02-12,25-34,78,low,weekend_browser_bargain,124.61,38.28,0.3,0.886,0.106,5,3,0.595
C01303,2025-06-08,45-54,01,high,corporate_gifter_seasonal,3082.46,239.88,0.263,0.249,0.803,6,1,0.956
C01304,2026-03-13,35-44,11,high,weekday_luxury_regular,3944.57,218.48,3.073,0.159,0.842,11,6,0.583
C01305,2025-01-06,18-24,76,low,casual_long_tail,1316.78,29.88,0.727,0.478,0.259,6,4,0.73
C01306,2025-08-01,45-54,11,high,weekday_luxury_regular,11960.91,132.05,2.377,0.0,0.716,2,6,0.723
C01307,2026-04-13,35-44,24,mid,new_digital_native,85.61,42.99,1.4,0.421,0.439,3,19,0.562
C01308,2024-07-16,18-24,54,low,weekend_browser_bargain,1835.95,22.05,0.78,0.808,0.3,4,2,0.601
C01309,2024-12-24,35-44,02,high,casual_long_tail,1327.46,46.53,0.563,0.425,0.321,4,4,0.385
C01310,2025-10-14,25-34,17,mid,casual_long_tail,545.48,49.09,0.366,0.417,0.474,6,0,0.297
C01311,2025-12-05,35-44,10,high,family_bulk_weekly,3089.3,92.33,1.511,0.628,0.443,8,1,0.879
C01312,2026-01-15,55+,23,mid,family_bulk_weekly,1696.07,100.7,1.286,0.618,0.221,7,3,0.668
C01313,2025-10-31,18-24,76,low,weekend_browser_bargain,679.02,38.63,0.684,0.835,0.089,7,1,0.4
C01314,2024-08-07,25-34,52,low,weekend_browser_bargain,2045.21,34.36,0.696,0.758,0.262,2,4,0.535
C01315,2024-12-23,25-34,76,low,family_bulk_weekly,6622.66,97.1,0.922,0.592,0.301,2,5,0.618
C01316,2026-03-26,25-34,23,mid,new_digital_native,113.56,60.84,0.5,0.392,0.271,2,2,0.368
C01317,2025-07-10,35-44,10,high,lapsed_reactivatable,660.28,73.13,0.22,0.453,0.404,3,83,0.682
C01318,2026-03-27,18-24,02,high,new_digital_native,30.4,34.89,0.259,0.447,0.469,1,6,0.927
C01319,2025-12-08,35-44,11,high,weekday_luxury_regular,8017.55,227.89,1.853,0.143,0.752,4,0,0.387
C01320,2026-02-18,18-24,52,low,weekend_browser_bargain,352.47,46.56,0.984,0.8,0.0,2,2,0.298
C01321,2024-12-18,25-34,03,high,lapsed_reactivatable,598.96,83.31,0.1,0.555,0.296,5,88,0.361
C01322,2026-01-22,35-44,76,low,casual_long_tail,344.15,60.54,0.462,0.483,0.386,2,5,0.608
C01323,2025-08-22,55+,03,high,casual_long_tail,1392.29,52.89,0.689,0.458,0.362,5,2,0.501
C01324,2024-07-06,35-44,11,high,family_bulk_weekly,10777.66,106.11,1.184,0.579,0.399,3,3,0.349
C01325,2025-07-29,45-54,10,high,corporate_gifter_seasonal,2096.24,237.92,0.235,0.444,0.607,3,5,0.255
C01326,2024-07-02,18-24,53,low,weekend_browser_bargain,2884.53,39.42,0.721,0.875,0.224,3,1,0.178
C01327,2026-04-21,55+,01,high,new_digital_native,113.12,55.88,2.0,0.317,0.308,6,4,0.851
C01328,2026-03-25,55+,03,high,new_digital_native,85.44,43.22,0.483,0.332,0.438,2,20,0.366
C01329,2025-12-17,25-34,77,low,weekend_browser_bargain,416.09,50.05,0.441,0.712,0.012,5,6,0.319
C01330,2024-10-01,45-54,02,high,family_bulk_weekly,9522.42,92.96,1.206,0.332,0.245,1,6,0.342
C01331,2026-04-09,45-54,76,low,new_digital_native,30.96,27.41,0.5,0.502,0.481,4,25,0.534
C01332,2025-09-29,35-44,11,high,corporate_gifter_seasonal,933.27,181.62,0.17,0.391,0.736,4,4,0.392
C01333,2024-05-27,45-54,23,mid,family_bulk_weekly,15953.96,132.26,1.167,0.516,0.43,7,0,0.482
C01334,2026-04-08,25-34,01,high,new_digital_native,102.98,49.49,0.933,0.399,0.236,7,11,0.457
C01335,2024-06-20,45-54,11,high,corporate_gifter_seasonal,3612.61,183.43,0.24,0.353,0.625,5,5,0.091
C01336,2026-03-18,55+,03,high,weekday_luxury_regular,1819.05,164.11,2.528,0.106,0.932,5,5,0.743
C01337,2024-06-25,18-24,53,low,family_bulk_weekly,9759.14,113.62,1.06,0.651,0.371,2,0,0.454
C01338,2025-10-05,35-44,52,low,lapsed_reactivatable,445.88,37.88,0.385,0.522,0.415,8,95,0.591
C01339,2025-04-29,55+,53,low,family_bulk_weekly,4454.12,76.38,1.189,0.453,0.36,4,2,0.578
C01340,2026-02-19,18-24,76,low,weekend_browser_bargain,79.62,40.09,0.222,0.909,0.001,4,6,0.452
C01341,2025-10-20,45-54,77,low,lapsed_reactivatable,414.67,59.34,0.265,0.401,0.259,5,68,0.431
C01342,2024-06-01,35-44,01,high,weekday_luxury_regular,45964.09,178.58,2.462,0.052,0.824,4,2,0.384
C01343,2025-11-29,45-54,78,low,lapsed_reactivatable,282.64,62.58,0.241,0.435,0.337,2,124,0.637
C01344,2024-10-06,25-34,24,mid,family_bulk_weekly,8828.23,83.64,1.241,0.626,0.336,4,1,0.226
C01345,2025-07-31,55+,23,mid,family_bulk_weekly,1838.76,41.31,1.026,0.617,0.399,2,1,0.155
C01346,2025-01-06,18-24,17,mid,lapsed_reactivatable,184.57,66.37,0.044,0.515,0.327,1,146,0.497
C01347,2025-03-03,35-44,01,high,family_bulk_weekly,6579.58,94.86,1.296,0.637,0.522,4,4,0.748
C01348,2026-03-23,45-54,10,high,weekday_luxury_regular,2613.02,155.34,3.387,0.063,0.859,7,0,0.258
C01349,2025-05-07,18-24,54,low,weekend_browser_bargain,1119.06,33.77,0.598,0.897,0.185,4,1,0.626
C01350,2024-09-01,18-24,77,low,casual_long_tail,3114.52,50.17,0.76,0.597,0.458,2,2,0.731
C01351,2024-09-21,45-54,24,mid,family_bulk_weekly,6515.24,69.58,0.979,0.483,0.344,2,2,0.391
C01352,2024-10-07,45-54,02,high,corporate_gifter_seasonal,3447.13,251.2,0.162,0.436,0.747,9,0,0.408
C01353,2024-06-19,35-44,02,high,weekday_luxury_regular,27060.79,114.96,2.548,0.164,1.0,7,5,0.362
C01354,2024-08-16,25-34,01,high,family_bulk_weekly,6179.29,73.98,1.15,0.515,0.323,1,6,0.48
C01355,2024-08-03,45-54,02,high,corporate_gifter_seasonal,5262.49,232.09,0.201,0.255,0.653,8,6,0.645
C01356,2026-03-21,45-54,78,low,family_bulk_weekly,275.56,69.18,1.061,0.486,0.475,2,5,0.451
C01357,2025-10-20,45-54,01,high,weekday_luxury_regular,6669.64,131.1,2.497,0.152,0.86,6,5,0.5
C01358,2025-11-19,25-34,78,low,weekend_browser_bargain,788.59,33.19,1.084,0.831,0.083,2,6,0.554
C01359,2026-03-27,55+,24,mid,new_digital_native,119.61,48.78,0.519,0.525,0.388,7,6,0.712
C01360,2026-03-25,55+,24,mid,new_digital_native,87.25,48.69,0.483,0.512,0.405,3,25,0.527
C01361,2024-08-23,25-34,10,high,lapsed_reactivatable,1052.23,64.84,0.184,0.47,0.222,5,146,0.555
C01362,2025-01-24,35-44,01,high,family_bulk_weekly,6112.13,84.56,1.249,0.528,0.28,5,2,0.236
C01363,2025-12-27,18-24,78,low,weekend_browser_bargain,424.75,32.71,0.658,0.908,0.226,3,3,0.575
C01364,2025-11-25,35-44,01,high,family_bulk_weekly,2506.81,134.63,0.893,0.527,0.342,4,6,0.721
C01365,2024-06-27,18-24,78,low,casual_long_tail,3052.18,56.94,0.663,0.62,0.504,3,6,0.483
C01366,2025-05-09,45-54,02,high,corporate_gifter_seasonal,3922.5,277.48,0.281,0.351,0.858,3,2,0.336
C01367,2024-11-11,45-54,01,high,weekday_luxury_regular,32465.29,171.2,2.214,0.131,0.783,6,3,0.454
C01368,2024-11-10,25-34,01,high,family_bulk_weekly,13729.58,131.21,1.31,0.543,0.159,8,0,0.212
C01369,2025-05-28,35-44,23,mid,lapsed_reactivatable,504.29,51.87,0.212,0.501,0.522,4,138,0.668
C01370,2026-02-26,45-54,52,low,family_bulk_weekly,772.35,103.67,1.125,0.553,0.262,1,0,0.297
C01371,2025-11-30,25-34,77,low,weekend_browser_bargain,805.87,51.69,0.826,0.861,0.117,4,3,0.785
C01372,2025-09-17,25-34,10,high,corporate_gifter_seasonal,1368.89,276.51,0.161,0.495,0.632,5,3,0.699
C01373,2025-06-03,25-34,53,low,lapsed_reactivatable,653.99,62.62,0.216,0.5,0.298,3,87,0.624
C01374,2026-02-04,18-24,76,low,weekend_browser_bargain,408.79,45.63,0.987,0.698,0.273,4,1,0.313
C01375,2025-10-22,55+,78,low,lapsed_reactivatable,232.68,59.5,0.153,0.447,0.335,11,117,0.638
C01376,2024-12-24,25-34,02,high,family_bulk_weekly,7635.37,116.97,1.126,0.474,0.295,2,4,0.597
C01377,2026-04-01,18-24,23,mid,new_digital_native,113.11,59.86,0.636,0.544,0.314,4,21,0.726
C01378,2026-04-04,18-24,16,mid,new_digital_native,96.27,48.42,0.737,0.414,0.249,4,0,0.575
C01379,2024-06-12,45-54,52,low,family_bulk_weekly,14427.52,115.08,1.256,0.615,0.407,3,6,0.672
C01380,2024-05-20,55+,76,low,casual_long_tail,3060.95,57.96,0.478,0.651,0.425,8,6,0.713
C01381,2025-07-06,18-24,76,low,weekend_browser_bargain,1079.46,33.76,0.842,0.678,0.0,3,2,0.207
C01382,2026-01-18,35-44,15,mid,lapsed_reactivatable,152.52,49.66,0.221,0.545,0.569,3,127,0.548
C01383,2025-07-14,55+,53,low,family_bulk_weekly,2199.26,68.23,1.039,0.601,0.272,3,5,0.281
C01384,2025-12-04,55+,02,high,weekday_luxury_regular,8956.41,151.46,2.95,0.096,1.0,7,0,0.645
C01385,2025-11-30,35-44,11,high,casual_long_tail,799.49,57.59,0.632,0.344,0.551,2,4,0.791
C01386,2025-01-18,25-34,78,low,family_bulk_weekly,10241.7,138.65,1.111,0.538,0.253,4,1,0.545
C01387,2024-12-04,18-24,76,low,weekend_browser_bargain,2591.55,40.8,0.832,0.835,0.246,1,4,0.585
C01388,2026-03-29,55+,03,high,new_digital_native,92.89,47.66,0.56,0.489,0.446,3,17,0.517
C01389,2025-04-26,55+,10,high,weekday_luxury_regular,20041.51,167.69,2.552,0.097,0.868,4,1,0.556
C01390,2026-04-03,25-34,24,mid,new_digital_native,101.81,52.53,0.7,0.569,0.202,7,9,0.862
C01391,2025-10-06,25-34,24,mid,family_bulk_weekly,3308.92,108.28,0.985,0.598,0.395,3,4,0.407
C01392,2025-04-28,18-24,77,low,weekend_browser_bargain,1095.29,23.24,0.894,0.845,0.1,2,5,0.159
C01393,2025-02-20,25-34,54,low,weekend_browser_bargain,1347.36,28.71,0.705,0.67,0.118,1,6,0.269
C01394,2025-05-18,35-44,03,high,casual_long_tail,1999.64,60.52,0.556,0.525,0.433,1,6,0.427
C01395,2026-04-01,55+,52,low,new_digital_native,24.18,25.08,0.318,0.467,0.437,5,15,0.666
C01396,2026-02-21,45-54,10,high,family_bulk_weekly,870.17,102.5,1.033,0.579,0.261,6,0,0.653
C01397,2024-12-22,35-44,24,mid,family_bulk_weekly,9277.57,107.28,1.265,0.575,0.444,3,3,0.479
C01398,2024-11-25,18-24,76,low,family_bulk_weekly,8978.1,107.81,1.158,0.625,0.455,2,1,0.747
C01399,2026-01-26,55+,02,high,casual_long_tail,294.0,52.92,0.563,0.419,0.335,3,1,0.527
C01400,2026-03-28,25-34,15,mid,new_digital_native,86.03,50.0,0.538,0.423,0.268,5,18,0.762
C01401,2024-10-19,35-44,03,high,corporate_gifter_seasonal,7706.76,291.51,0.33,0.414,0.682,7,0,0.664
C01402,2026-04-01,18-24,78,low,new_digital_native,107.5,49.41,0.636,0.516,0.321,6,11,0.435
C01403,2024-09-29,25-34,16,mid,lapsed_reactivatable,1496.18,79.19,0.221,0.62,0.188,2,92,0.377
C01404,2025-01-05,25-34,54,low,family_bulk_weekly,8760.79,102.14,1.228,0.485,0.311,6,1,0.318
C01405,2025-12-02,55+,17,mid,family_bulk_weekly,3482.27,119.2,1.627,0.476,0.183,8,4,0.632
C01406,2024-11-10,35-44,03,high,family_bulk_weekly,6202.41,56.65,1.244,0.472,0.254,5,3,0.47
C01407,2025-01-14,25-34,76,low,family_bulk_weekly,7717.39,84.54,1.343,0.727,0.369,2,3,0.623
C01408,2026-02-25,25-34,24,mid,lapsed_reactivatable,57.36,53.74,0.123,0.685,0.423,4,125,0.78
C01409,2024-12-01,35-44,01,high,family_bulk_weekly,14886.01,157.58,1.213,0.516,0.15,1,0,0.509
C01410,2024-06-04,55+,10,high,corporate_gifter_seasonal,7639.18,292.36,0.254,0.278,0.74,6,2,0.631
C01411,2024-12-14,55+,03,high,weekday_luxury_regular,17864.31,133.34,2.234,0.13,0.885,5,6,0.363
C01412,2025-05-27,55+,03,high,casual_long_tail,1340.44,41.48,0.634,0.469,0.345,3,2,0.736
C01413,2024-05-04,25-34,10,high,casual_long_tail,6837.64,71.08,0.808,0.49,0.316,4,2,0.199
C01414,2026-01-28,45-54,11,high,weekday_luxury_regular,5431.11,189.96,2.553,0.086,0.947,9,6,0.482
C01415,2025-05-28,45-54,52,low,family_bulk_weekly,2496.31,59.25,1.252,0.497,0.4,10,1,0.446
C01416,2026-04-05,45-54,78,low,new_digital_native,47.8,46.87,0.389,0.448,0.41,2,20,0.782
C01417,2026-04-17,45-54,54,low,new_digital_native,115.46,55.58,2.0,0.397,0.4,4,8,0.196
C01418,2025-04-28,25-34,16,mid,family_bulk_weekly,4278.02,67.19,1.361,0.549,0.338,4,2,0.675
C01419,2025-04-04,35-44,01,high,casual_long_tail,634.19,20.76,0.583,0.47,0.57,4,0,0.713
C01420,2025-10-17,25-34,52,low,lapsed_reactivatable,185.31,61.94,0.112,0.416,0.38,5,128,0.438
C01421,2024-07-17,45-54,54,low,family_bulk_weekly,12013.77,105.98,1.194,0.557,0.153,2,2,0.573
C01422,2026-04-19,55+,23,mid,new_digital_native,87.75,42.08,2.0,0.528,0.338,2,14,0.924
C01423,2024-05-20,25-34,10,high,lapsed_reactivatable,539.93,51.43,0.1,0.513,0.555,4,170,0.401
C01424,2024-06-22,35-44,54,low,casual_long_tail,1630.7,34.15,0.501,0.478,0.453,3,0,0.6
C01425,2026-02-14,25-34,78,low,weekend_browser_bargain,224.25,43.17,0.515,0.939,0.146,1,6,0.474
C01426,2024-05-29,35-44,76,low,lapsed_reactivatable,532.18,43.91,0.131,0.548,0.266,4,171,0.735
C01427,2026-02-24,25-34,10,high,lapsed_reactivatable,55.11,46.84,0.121,0.496,0.211,8,114,0.714
C01428,2026-01-01,35-44,17,mid,lapsed_reactivatable,487.35,82.24,0.438,0.429,0.324,3,132,0.791
C01429,2025-10-09,45-54,03,high,corporate_gifter_seasonal,2334.45,304.61,0.286,0.36,0.744,7,0,0.354
C01430,2024-08-11,25-34,52,low,weekend_browser_bargain,2875.04,35.23,0.915,0.779,0.041,2,2,0.108
C01431,2026-04-12,45-54,23,mid,new_digital_native,39.27,45.94,0.636,0.461,0.394,2,25,0.764
C01432,2025-07-10,18-24,76,low,weekend_browser_bargain,1473.43,41.26,0.878,0.833,0.143,5,5,0.723
C01433,2024-06-26,25-34,76,low,weekend_browser_bargain,2487.65,38.33,0.736,0.82,0.0,4,5,0.581
C01434,2025-05-18,55+,02,high,weekday_luxury_regular,28399.61,256.35,2.285,0.164,0.947,5,4,0.75
C01435,2025-04-14,35-44,24,mid,lapsed_reactivatable,423.2,47.33,0.168,0.505,0.35,2,172,0.675
C01436,2025-01-02,55+,23,mid,family_bulk_weekly,4321.94,67.31,1.074,0.641,0.222,6,6,0.736
C01437,2025-01-09,45-54,03,high,weekday_luxury_regular,43160.39,231.99,2.582,0.156,0.842,7,4,0.711
C01438,2025-03-12,18-24,54,low,weekend_browser_bargain,988.47,24.18,0.757,0.799,0.209,3,0,0.136
C01439,2025-01-18,55+,11,high,family_bulk_weekly,6800.42,73.75,1.37,0.463,0.285,5,2,0.538
C01440,2025-12-27,25-34,76,low,weekend_browser_bargain,449.19,36.78,0.778,0.69,0.111,3,1,0.594
C01441,2026-03-03,25-34,77,low,casual_long_tail,115.28,39.67,0.412,0.538,0.456,5,6,0.311
C01442,2024-08-03,18-24,52,low,weekend_browser_bargain,1926.36,29.25,0.691,0.76,0.312,2,5,0.73
C01443,2025-02-14,45-54,02,high,weekday_luxury_regular,20774.4,151.33,2.425,0.191,0.71,4,1,0.765
C01444,2026-01-06,25-34,01,high,casual_long_tail,388.81,69.55,0.393,0.484,0.303,6,6,0.525
C01445,2026-04-14,25-34,78,low,new_digital_native,107.19,52.04,1.556,0.515,0.519,5,28,0.378
C01446,2026-04-20,55+,16,mid,new_digital_native,44.91,54.71,1.0,0.561,0.285,6,9,0.804
C01447,2025-01-29,18-24,53,low,casual_long_tail,1366.62,38.33,0.592,0.5,0.494,3,3,0.317
C01448,2025-05-25,18-24,76,low,weekend_browser_bargain,1681.16,35.43,0.925,0.778,0.071,2,0,0.194
C01449,2024-05-20,25-34,78,low,weekend_browser_bargain,2930.36,32.76,0.777,0.861,0.228,4,6,0.564
C01450,2024-10-01,25-34,76,low,lapsed_reactivatable,711.85,69.35,0.148,0.665,0.429,2,159,0.484
C01451,2026-04-17,18-24,10,high,new_digital_native,110.86,60.85,2.0,0.475,0.512,6,5,0.663
C01452,2026-01-29,55+,17,mid,lapsed_reactivatable,55.26,53.75,0.083,0.351,0.298,10,103,0.326
C01453,2025-09-26,35-44,02,high,corporate_gifter_seasonal,1140.17,223.5,0.167,0.401,0.79,6,1,0.735
C01454,2024-09-17,55+,16,mid,family_bulk_weekly,11503.21,104.53,1.333,0.583,0.241,5,2,0.686
C01455,2024-08-30,35-44,11,high,family_bulk_weekly,12035.63,111.2,1.13,0.457,0.563,4,3,0.363
C01456,2025-10-21,55+,17,mid,family_bulk_weekly,3029.81,110.42,1.027,0.605,0.442,5,5,0.541
C01457,2024-11-08,18-24,52,low,weekend_browser_bargain,3800.91,45.14,1.107,0.732,0.092,3,0,0.268
C01458,2024-11-18,35-44,78,low,family_bulk_weekly,10691.69,129.53,1.169,0.464,0.289,7,5,0.361
C01459,2024-11-18,45-54,16,mid,casual_long_tail,3362.57,59.34,0.726,0.416,0.338,2,5,0.286
C01460,2024-07-28,45-54,10,high,lapsed_reactivatable,880.59,56.47,0.166,0.557,0.35,8,141,0.838
C01461,2025-06-28,45-54,15,mid,family_bulk_weekly,7005.32,103.25,1.428,0.582,0.227,2,4,0.678
C01462,2026-01-04,35-44,01,high,corporate_gifter_seasonal,978.99,318.99,0.193,0.316,0.813,5,6,0.327
C01463,2026-01-22,18-24,77,low,weekend_browser_bargain,112.79,7.23,1.0,0.826,0.343,4,5,0.487
C01464,2024-07-04,25-34,53,low,weekend_browser_bargain,3126.23,37.17,0.819,0.97,0.1,4,5,0.208
C01465,2025-12-23,25-34,11,high,casual_long_tail,345.26,59.36,0.347,0.362,0.394,4,6,0.636
C01466,2025-08-20,45-54,03,high,weekday_luxury_regular,14883.5,186.21,2.504,0.132,0.945,10,0,0.515
C01467,2025-04-21,18-24,03,high,lapsed_reactivatable,157.58,15.81,0.172,0.513,0.264,3,168,0.376
C01468,2026-03-01,45-54,15,mid,family_bulk_weekly,758.85,86.55,1.057,0.452,0.251,3,5,0.349
C01469,2025-03-02,18-24,76,low,weekend_browser_bargain,1500.32,29.99,0.856,0.771,0.0,3,0,0.358
C01470,2024-08-24,25-34,54,low,family_bulk_weekly,6336.78,65.99,1.257,0.702,0.325,2,5,0.639
C01471,2025-12-15,18-24,53,low,weekend_browser_bargain,444.09,42.62,0.597,0.72,0.17,4,4,0.386
C01472,2024-09-30,25-34,01,high,family_bulk_weekly,9117.37,96.76,1.081,0.669,0.214,4,5,0.421
C01473,2026-03-31,55+,10,high,new_digital_native,133.27,60.71,0.609,0.383,0.339,3,9,0.601
C01474,2026-02-08,25-34,02,high,corporate_gifter_seasonal,876.33,313.66,0.284,0.272,0.809,8,6,0.461
C01475,2025-05-23,45-54,01,high,casual_long_tail,2014.85,67.69,0.564,0.544,0.466,9,6,0.376
C01476,2025-07-30,25-34,15,mid,casual_long_tail,1796.72,76.66,0.655,0.591,0.239,3,6,0.486
C01477,2024-11-27,25-34,54,low,weekend_browser_bargain,1328.51,26.48,0.779,0.75,0.123,5,5,0.823
C01478,2025-02-23,45-54,15,mid,family_bulk_weekly,11881.98,109.65,1.585,0.513,0.328,1,4,0.337
C01479,2025-07-24,55+,23,mid,family_bulk_weekly,3616.89,98.06,1.051,0.533,0.265,7,5,0.552
C01480,2025-05-22,45-54,53,low,lapsed_reactivatable,176.65,42.16,0.083,0.608,0.382,5,108,0.64
C01481,2024-06-22,35-44,76,low,casual_long_tail,4669.59,61.17,0.7,0.435,0.337,5,2,0.675
C01482,2025-12-24,35-44,01,high,corporate_gifter_seasonal,454.92,227.63,0.117,0.2,0.504,6,3,0.405
C01483,2025-01-31,45-54,76,low,family_bulk_weekly,8283.73,84.39,1.268,0.671,0.32,4,2,0.392
C01484,2025-09-06,18-24,03,high,family_bulk_weekly,4734.55,108.64,1.314,0.607,0.437,2,5,0.576
C01485,2024-11-06,25-34,03,high,casual_long_tail,1394.17,35.38,0.565,0.533,0.503,3,3,0.248
C01486,2024-12-04,18-24,52,low,weekend_browser_bargain,2743.73,48.73,0.776,0.713,0.115,1,5,0.405
C01487,2026-04-17,35-44,17,mid,new_digital_native,84.47,41.72,2.0,0.493,0.566,5,23,0.436
C01488,2026-04-17,35-44,76,low,new_digital_native,63.32,34.37,2.0,0.625,0.377,7,9,0.346
C01489,2024-12-28,55+,10,high,corporate_gifter_seasonal,6631.95,359.61,0.262,0.357,0.681,6,0,0.56
C01490,2025-03-07,35-44,54,low,family_bulk_weekly,4025.62,60.86,1.308,0.594,0.258,8,3,0.182
C01491,2026-03-28,25-34,52,low,new_digital_native,90.06,81.01,0.269,0.376,0.452,5,16,0.172
C01492,2025-06-28,25-34,52,low,family_bulk_weekly,5610.74,87.92,1.194,0.514,0.382,3,3,0.765
C01493,2025-02-12,18-24,77,low,weekend_browser_bargain,1271.04,40.47,0.66,0.847,0.0,3,3,0.187
C01494,2026-04-13,55+,53,low,new_digital_native,130.88,55.6,1.4,0.567,0.538,6,24,0.352
C01495,2026-01-07,25-34,53,low,casual_long_tail,484.05,49.45,0.726,0.61,0.36,5,1,0.519
C01496,2026-04-08,25-34,24,mid,new_digital_native,35.21,40.86,0.467,0.389,0.475,4,17,0.324
C01497,2025-09-26,18-24,76,low,weekend_browser_bargain,965.14,39.79,0.904,0.799,0.0,2,5,0.375
C01498,2026-04-19,55+,17,mid,new_digital_native,40.38,39.67,1.0,0.431,0.235,7,13,0.79
C01499,2026-04-16,35-44,24,mid,new_digital_native,31.14,33.04,1.0,0.472,0.467,2,29,0.61
C01500,2025-04-28,35-44,76,low,family_bulk_weekly,4859.99,103.23,1.031,0.542,0.154,8,2,0.417
C01501,2026-01-31,45-54,52,low,casual_long_tail,533.69,55.77,0.854,0.384,0.344,5,1,0.742
C01502,2025-12-12,35-44,10,high,weekday_luxury_regular,6036.76,143.62,2.758,0.15,0.656,3,6,0.521
C01503,2026-01-08,35-44,03,high,weekday_luxury_regular,7900.6,200.2,2.467,0.228,0.815,5,2,0.656
C01504,2025-12-22,35-44,17,mid,family_bulk_weekly,3756.48,133.76,1.492,0.444,0.322,3,1,0.566
C01505,2025-05-08,55+,10,high,lapsed_reactivatable,537.9,54.47,0.2,0.44,0.276,5,130,0.281
C01506,2024-06-06,18-24,52,low,family_bulk_weekly,11587.63,94.26,1.327,0.479,0.459,9,5,0.399
C01507,2025-07-09,18-24,54,low,weekend_browser_bargain,1352.48,36.26,0.948,0.673,0.064,3,4,0.736
C01508,2026-04-17,35-44,53,low,new_digital_native,56.93,50.17,1.0,0.452,0.444,5,8,0.746
C01509,2025-01-09,25-34,52,low,lapsed_reactivatable,674.74,42.11,0.269,0.396,0.238,9,95,0.485
C01510,2024-07-12,25-34,76,low,weekend_browser_bargain,3096.77,41.75,0.7,0.766,0.189,2,5,0.583
C01511,2024-11-06,55+,11,high,family_bulk_weekly,13850.2,123.43,1.221,0.559,0.433,4,0,0.438
C01512,2025-12-02,25-34,11,high,corporate_gifter_seasonal,1176.1,205.09,0.246,0.445,0.694,5,5,0.545
C01513,2026-01-06,25-34,52,low,weekend_browser_bargain,338.84,27.56,0.785,0.806,0.128,6,0,0.564
C01514,2025-08-23,18-24,76,low,weekend_browser_bargain,903.85,36.66,0.663,0.857,0.0,1,4,0.288
C01515,2024-05-21,18-24,77,low,weekend_browser_bargain,3103.05,35.82,0.818,0.745,0.078,2,1,0.367
C01516,2025-12-29,35-44,52,low,lapsed_reactivatable,243.46,39.6,0.304,0.441,0.384,8,80,0.36
C01517,2026-03-25,35-44,76,low,new_digital_native,129.84,61.45,0.483,0.437,0.32,3,24,0.407
C01518,2024-08-26,18-24,01,high,casual_long_tail,1740.89,35.44,0.555,0.605,0.297,3,0,0.309
C01519,2025-01-31,35-44,54,low,lapsed_reactivatable,103.85,12.64,0.141,0.458,0.425,8,149,0.339
C01520,2025-03-31,55+,10,high,weekday_luxury_regular,25057.27,165.05,2.49,0.112,1.0,1,3,0.725
C01521,2025-05-08,18-24,78,low,family_bulk_weekly,5601.95,76.98,1.32,0.594,0.266,4,5,0.658
C01522,2025-05-01,35-44,24,mid,family_bulk_weekly,7191.53,100.77,1.314,0.502,0.178,5,3,0.659
C01523,2026-04-05,35-44,53,low,new_digital_native,65.79,59.28,0.389,0.429,0.188,2,2,0.304
C01524,2025-08-03,45-54,76,low,family_bulk_weekly,5478.62,116.3,1.251,0.577,0.235,1,5,0.865
C01525,2026-02-03,25-34,03,high,lapsed_reactivatable,37.64,37.56,0.089,0.56,0.323,9,98,0.634
C01526,2025-12-12,25-34,52,low,lapsed_reactivatable,48.64,43.32,0.053,0.438,0.394,3,73,0.648
C01527,2025-07-30,25-34,78,low,lapsed_reactivatable,589.19,84.93,0.184,0.422,0.386,4,61,0.235
