date,depot_id,week_number,orders_last_day,orders_7d_rolling_avg,orders_28d_rolling_avg,day_of_week,is_holiday,active_customers,customer_mix_hash,avg_order_value,is_peak_season,orders_next_day
2024-11-03,D01,44,6486,5329.43,5338.36,6,False,543,0.2485,40.72,True,5108
2024-11-04,D01,45,4409,5288.43,5319.82,0,False,556,0.2429,49.89,True,5534
2024-11-05,D01,45,5108,5224.29,5301.14,1,False,565,0.2556,38.89,True,5424
2024-11-06,D01,45,5534,5249.29,5306.39,2,False,601,0.2544,42.43,True,5870
2024-11-07,D01,45,5424,5291.57,5276.07,3,False,582,0.2483,41.71,True,5111
2024-11-08,D01,45,5870,5509.43,5283.04,4,False,594,0.2481,39.64,True,6338
2024-11-09,D01,45,5111,5420.29,5263.46,5,False,592,0.2474,41.2,True,4724
2024-11-10,D01,45,6338,5399.14,5273.14,6,False,572,0.2635,46.34,True,5062
2024-11-11,D01,46,4724,5444.14,5293.43,0,False,463,0.2528,41.85,True,5529
2024-11-12,D01,46,5062,5437.57,5303.75,1,False,504,0.2456,21.13,True,5548
2024-11-13,D01,46,5529,5436.86,5314.54,2,False,523,0.2587,42.58,True,5232
2024-11-14,D01,46,5548,5454.57,5323.21,3,False,546,0.2567,47.23,True,6034
2024-11-15,D01,46,5232,5363.43,5313.96,4,False,576,0.2523,40.09,True,6569
2024-11-16,D01,46,6034,5495.29,5335.43,5,False,528,0.2463,40.78,True,4587
2024-11-17,D01,46,6569,5528.29,5353.54,6,False,516,0.2358,39.91,True,5090
2024-11-18,D01,47,4587,5508.71,5353.14,0,False,593,0.2571,36.24,True,5437
2024-11-19,D01,47,5090,5512.71,5361.36,1,False,558,0.2478,38.63,True,5488
2024-11-20,D01,47,5437,5499.57,5359.29,2,False,528,0.2456,43.31,True,5145
2024-11-21,D01,47,5488,5491.0,5386.0,3,False,548,0.259,45.84,True,5044
2024-11-22,D01,47,5145,5478.57,5381.64,4,False,578,0.2521,42.41,True,5615
2024-11-23,D01,47,5044,5337.14,5371.29,5,False,587,0.2522,41.29,True,4701
2024-11-24,D01,47,5615,5200.86,5364.43,6,False,515,0.2549,43.39,True,5243
2024-11-25,D01,48,4701,5217.14,5364.61,0,False,546,0.2473,38.53,True,5666
2024-11-26,D01,48,5243,5239.0,5353.39,1,False,623,0.2433,47.79,True,5787
2024-11-27,D01,48,5666,5271.71,5364.36,2,False,574,0.2511,39.53,True,5639
2024-11-28,D01,48,5787,5314.43,5387.89,3,False,566,0.2477,40.73,True,5655
2024-11-29,D01,48,5639,5385.0,5434.11,4,False,537,0.2489,39.79,True,5957
2024-11-30,D01,48,5655,5472.29,5431.25,5,False,562,0.2456,43.4,True,4695
2024-12-01,D01,48,5957,5521.14,5412.36,6,False,549,0.245,43.58,True,5356
2024-12-02,D01,49,4695,5520.29,5422.57,0,False,520,0.2551,42.07,True,5824
2024-12-03,D01,49,5356,5536.43,5431.43,1,False,506,0.2532,37.5,True,5149
2024-12-04,D01,49,5824,5559.0,5441.79,2,False,564,0.2496,34.79,True,5359
2024-12-05,D01,49,5149,5467.86,5431.96,3,False,583,0.2561,38.35,True,5526
2024-12-06,D01,49,5359,5427.86,5413.71,4,False,576,0.2593,41.74,True,6273
2024-12-07,D01,49,5526,5409.43,5428.54,5,False,550,0.2706,29.14,True,4116
2024-12-08,D01,49,6273,5454.57,5426.21,6,False,562,0.2524,40.29,True,5433
2024-12-09,D01,50,4116,5371.86,5404.5,0,False,569,0.2549,46.28,True,5299
2024-12-10,D01,50,5433,5382.86,5417.75,1,False,544,0.2516,42.62,True,5435
2024-12-11,D01,50,5299,5307.86,5409.54,2,False,543,0.2449,45.23,True,5655
2024-12-12,D01,50,5435,5348.71,5405.5,3,False,530,0.2515,43.62,True,5701
2024-12-13,D01,50,5655,5391.0,5420.61,4,False,565,0.2608,43.73,True,5857
2024-12-14,D01,50,5701,5416.0,5408.71,5,False,544,0.2446,35.63,True,4747
2024-12-15,D01,50,5857,5356.57,5383.29,6,False,577,0.2492,35.13,True,4845
2024-12-16,D01,51,4747,5446.71,5389.0,0,False,566,0.2542,39.04,True,6102
2024-12-17,D01,51,4845,5362.71,5380.25,1,False,612,0.2574,32.94,True,5479
2024-12-18,D01,51,6102,5477.43,5404.0,2,False,566,0.2532,42.24,True,5559
2024-12-19,D01,51,5479,5483.71,5403.68,3,False,611,0.2552,39.3,True,5314
2024-12-20,D01,51,5559,5470.0,5418.46,4,False,540,0.2599,45.99,True,6073
2024-12-21,D01,51,5314,5414.71,5428.11,5,False,577,0.2544,34.53,True,4957
2024-12-22,D01,51,6073,5445.57,5444.46,6,False,555,0.2652,39.7,True,4880
2024-12-23,D01,52,4957,5475.57,5453.61,0,False,508,0.2362,38.91,True,5192
2024-12-24,D01,52,4880,5480.57,5440.64,1,False,607,0.2464,41.28,True,4840
2024-12-25,D01,52,5192,5350.57,5423.71,2,True,610,0.2475,37.05,True,5507
2024-12-26,D01,52,4840,5259.29,5389.89,3,False,577,0.242,39.31,True,5458
2024-12-27,D01,52,5507,5251.86,5385.18,4,False,548,0.2406,40.67,True,5668
2024-12-28,D01,52,5458,5272.43,5378.14,5,False,584,0.2605,32.07,True,4562
2024-12-29,D01,52,5668,5214.57,5367.82,6,False,562,0.2512,37.0,True,5376
2024-12-30,D01,53,4562,5158.14,5363.07,0,False,540,0.2535,41.04,True,5776
2024-12-31,D01,53,5376,5229.0,5363.79,1,False,579,0.2499,48.31,True,3773
2025-01-01,D01,53,5776,5312.43,5362.07,2,True,600,0.2538,46.56,False,4755
2025-01-02,D01,53,3773,5160.0,5312.93,3,False,580,0.2573,43.21,False,4360
2025-01-03,D01,53,4755,5052.57,5291.36,4,False,516,0.2523,43.74,False,4962
2025-01-04,D01,53,4360,4895.71,5249.71,5,False,590,0.2594,46.88,False,4213
2025-01-05,D01,53,4962,4794.86,5202.89,6,False,523,0.2575,38.69,False,4331
2025-01-06,D01,54,4213,4745.0,5206.36,0,False,565,0.2458,40.63,False,4876
2025-01-07,D01,54,4331,4595.71,5167.0,1,False,574,0.2563,38.22,False,4387
2025-01-08,D01,54,4876,4467.14,5151.89,2,False,562,0.2592,42.44,False,4442
2025-01-09,D01,54,4387,4554.86,5114.46,3,False,556,0.2453,38.87,False,4553
2025-01-10,D01,54,4442,4510.14,5071.14,4,False,559,0.2405,49.31,False,5107
2025-01-11,D01,54,4553,4537.71,5030.14,5,False,532,0.2578,29.19,False,3872
2025-01-12,D01,54,5107,4558.43,5003.36,6,False,609,0.2536,36.53,False,4349
2025-01-13,D01,55,3872,4509.71,4972.11,0,False,564,0.249,46.8,False,4625
2025-01-14,D01,55,4349,4512.29,4954.39,1,False,562,0.2398,39.64,False,5014
2025-01-15,D01,55,4625,4476.43,4901.64,2,False,494,0.2514,28.04,False,4492
2025-01-16,D01,55,5014,4566.0,4885.04,3,False,585,0.2468,40.18,False,4727
2025-01-17,D01,55,4492,4573.14,4846.93,4,False,596,0.2606,38.1,False,5438
2025-01-18,D01,55,4727,4598.0,4825.96,5,False,594,0.2401,41.06,False,3979
2025-01-19,D01,55,5438,4645.29,4803.29,6,False,586,0.2542,37.18,False,4412
2025-01-20,D01,56,3979,4660.57,4768.36,0,False,612,0.2493,40.11,False,4053
2025-01-21,D01,56,4412,4669.57,4751.64,1,False,522,0.2474,32.73,False,4535
2025-01-22,D01,56,4053,4587.86,4710.96,2,False,511,0.2437,38.78,False,4392
2025-01-23,D01,56,4535,4519.43,4700.07,3,False,645,0.2526,35.62,False,5036
2025-01-24,D01,56,4392,4505.14,4660.25,4,False,550,0.2494,37.96,False,4877
2025-01-25,D01,56,5036,4549.29,4645.18,5,False,558,0.2472,30.18,False,3731
2025-01-26,D01,56,4877,4469.14,4616.93,6,False,508,0.2533,39.66,False,4222
2025-01-27,D01,57,3731,4433.71,4587.25,0,False,574,0.2414,40.87,False,4717
2025-01-28,D01,57,4222,4406.57,4546.04,1,False,591,0.2549,33.23,False,3460
2025-01-29,D01,57,4717,4501.43,4508.21,2,True,562,0.253,43.39,False,3357
2025-01-30,D01,57,3460,4347.86,4497.04,3,True,574,0.2555,38.46,False,4764
2025-01-31,D01,57,3357,4200.0,4447.11,4,False,614,0.2504,39.37,False,5438
2025-02-01,D01,57,4764,4161.14,4461.54,5,False,587,0.2528,38.77,False,4309
2025-02-02,D01,57,5438,4241.29,4478.54,6,False,521,0.2472,50.29,False,4188
2025-02-03,D01,58,4309,4323.86,4481.96,0,False,526,0.2465,47.82,False,4317
2025-02-04,D01,58,4188,4319.0,4476.86,1,False,576,0.2595,37.57,False,4600
2025-02-05,D01,58,4317,4261.86,4456.89,2,False,539,0.2419,36.72,False,4459
2025-02-06,D01,58,4600,4424.71,4464.5,3,False,639,0.259,35.53,False,4693
2025-02-07,D01,58,4459,4582.14,4465.11,4,False,545,0.2463,44.71,False,5131
2025-02-08,D01,58,4693,4572.0,4470.11,5,False,473,0.2665,36.39,False,3660
2025-02-09,D01,58,5131,4528.14,4470.96,6,False,486,0.2366,30.68,False,4131
2025-02-10,D01,59,3660,4435.43,4463.39,0,False,561,0.2555,46.99,False,4924
2025-02-11,D01,59,4131,4427.29,4455.61,1,False,588,0.2558,42.24,False,4417
2025-02-12,D01,59,4924,4514.0,4466.29,2,False,587,0.2571,42.82,False,4493
2025-02-13,D01,59,4417,4487.86,4444.96,3,False,581,0.2582,43.01,False,4499
2025-02-14,D01,59,4493,4492.71,4445.0,4,False,522,0.2614,34.26,False,5204
2025-02-15,D01,59,4499,4465.0,4436.86,5,False,535,0.2629,41.8,False,3938
2025-02-16,D01,59,5204,4475.43,4428.5,6,False,583,0.2557,43.07,False,4737
2025-02-17,D01,60,3938,4515.14,4427.04,0,False,528,0.245,46.74,False,5017
2025-02-18,D01,60,4737,4601.71,4438.64,1,False,597,0.2501,37.34,False,4643
2025-02-19,D01,60,5017,4615.0,4473.07,2,False,501,0.2672,37.96,False,4588
2025-02-20,D01,60,4643,4647.29,4476.93,3,False,595,0.2497,31.99,False,4979
2025-02-21,D01,60,4588,4660.86,4483.93,4,False,572,0.2459,35.96,False,4996
2025-02-22,D01,60,4979,4729.43,4481.89,5,False,588,0.2483,36.83,False,3927
2025-02-23,D01,60,4996,4699.71,4486.14,6,False,546,0.269,49.15,False,4618
2025-02-24,D01,61,3927,4698.14,4493.14,0,False,589,0.2476,40.61,False,4526
2025-02-25,D01,61,4618,4681.14,4507.29,1,False,558,0.2482,39.84,False,4436
2025-02-26,D01,61,4526,4611.0,4500.46,2,False,584,0.2413,43.54,False,4768
2025-02-27,D01,61,4436,4581.43,4535.32,3,False,611,0.2563,48.09,False,4544
2025-02-28,D01,61,4768,4607.14,4585.71,4,False,541,0.2377,42.04,False,5193
2025-03-01,D01,61,4544,4545.0,4577.86,5,False,617,0.2406,36.98,False,4008
2025-03-02,D01,61,5193,4573.14,4569.11,6,False,602,0.258,38.97,False,3922
2025-03-03,D01,62,4008,4584.71,4558.36,0,False,589,0.2428,29.63,False,4646
2025-03-04,D01,62,3922,4485.29,4548.86,1,False,517,0.2547,41.4,False,4627
2025-03-05,D01,62,4646,4502.43,4560.61,2,False,590,0.2607,50.52,False,4672
2025-03-06,D01,62,4627,4529.71,4561.57,3,False,549,0.2565,37.82,False,4139
2025-03-07,D01,62,4672,4516.0,4569.18,4,False,591,0.2511,41.44,False,4780
2025-03-08,D01,62,4139,4458.14,4549.39,5,False,523,0.2442,36.66,False,3748
2025-03-09,D01,62,4780,4399.14,4536.86,6,False,492,0.2618,40.38,False,4537
2025-03-10,D01,63,3748,4362.0,4540.0,0,False,554,0.2602,44.02,False,4059
2025-03-11,D01,63,4537,4449.86,4554.5,1,False,604,0.2522,34.92,False,3991
2025-03-12,D01,63,4059,4366.0,4523.61,2,False,522,0.2424,38.29,False,4821
2025-03-13,D01,63,3991,4275.14,4508.39,3,False,576,0.2533,36.59,False,4766
2025-03-14,D01,63,4821,4296.43,4520.11,4,False,555,0.2454,49.65,False,5289
2025-03-15,D01,63,4766,4386.0,4529.64,5,False,602,0.2441,32.38,False,3790
2025-03-16,D01,63,5289,4458.71,4532.68,6,False,561,0.248,37.18,False,4060
2025-03-17,D01,64,3790,4464.71,4527.39,0,False,595,0.2508,41.29,False,4704
2025-03-18,D01,64,4060,4396.57,4503.21,1,False,558,0.2492,31.84,False,4808
2025-03-19,D01,64,4704,4488.71,4492.04,2,False,526,0.2439,30.33,False,4840
2025-03-20,D01,64,4808,4605.43,4497.93,3,False,576,0.2405,41.5,False,5068
2025-03-21,D01,64,4840,4608.14,4506.93,4,False,584,0.2655,42.54,False,5898
2025-03-22,D01,64,5068,4651.29,4510.11,5,False,535,0.2568,38.99,False,4026
2025-03-23,D01,64,5898,4738.29,4542.32,6,False,544,0.2542,42.38,False,4179
2025-03-24,D01,65,4026,4772.0,4545.86,0,False,573,0.2494,52.11,False,4468
2025-03-25,D01,65,4179,4789.0,4530.18,1,False,558,0.2512,44.86,False,4580
2025-03-26,D01,65,4468,4755.29,4528.11,2,False,518,0.2464,43.02,False,4721
2025-03-27,D01,65,4580,4722.71,4533.25,3,False,578,0.2452,50.05,False,4552
2025-03-28,D01,65,4721,4705.71,4531.57,4,False,548,0.2416,37.46,False,5130
2025-03-29,D01,65,4552,4632.0,4531.86,5,False,593,0.252,38.14,False,3602
2025-03-30,D01,65,5130,4522.29,4529.61,6,False,549,0.2548,44.58,False,3503
2025-03-31,D01,66,3602,4461.71,4515.11,0,True,607,0.2534,34.24,False,4929
2025-04-01,D01,66,3503,4365.14,4500.14,1,False,511,0.2483,45.09,False,4833
2025-04-02,D01,66,4929,4431.0,4510.25,2,False,508,0.2555,42.21,False,4635
2025-04-03,D01,66,4833,4467.14,4517.61,3,False,581,0.2612,42.0,False,4682
2025-04-04,D01,66,4635,4454.86,4516.29,4,False,612,0.2536,41.61,False,5517
2025-04-05,D01,66,4682,4473.43,4535.68,5,False,551,0.2387,25.19,False,3913
2025-04-06,D01,66,5517,4528.71,4562.0,6,False,565,0.2548,30.99,False,4685
2025-04-07,D01,67,3913,4573.14,4567.89,0,False,573,0.2689,34.45,False,4430
2025-04-08,D01,67,4685,4742.0,4573.18,1,False,612,0.2536,36.61,False,4517
2025-04-09,D01,67,4430,4670.71,4586.43,2,False,499,0.2462,42.5,False,5075
2025-04-10,D01,67,4517,4625.57,4605.21,3,False,556,0.2529,43.23,False,4777
2025-04-11,D01,67,5075,4688.43,4614.29,4,False,602,0.2542,32.77,False,5117
2025-04-12,D01,67,4777,4702.0,4614.68,5,False,545,0.2547,39.04,False,3833
2025-04-13,D01,67,5117,4644.86,4608.54,6,False,571,0.2591,43.71,False,4556
2025-04-14,D01,68,3833,4633.43,4610.07,0,False,579,0.2454,40.05,False,4547
2025-04-15,D01,68,4556,4615.0,4627.79,1,False,509,0.2532,51.69,False,4938
2025-04-16,D01,68,4547,4631.71,4622.18,2,False,533,0.2636,47.21,False,5163
2025-04-17,D01,68,4938,4691.86,4626.82,3,False,595,0.2485,45.28,False,3629
2025-04-18,D01,68,5163,4704.43,4638.36,4,True,555,0.2406,38.97,False,5305
2025-04-19,D01,68,3629,4540.43,4586.96,5,False,568,0.2476,47.39,False,3769
2025-04-20,D01,68,5305,4567.29,4565.79,6,False,593,0.2526,44.39,False,4559
2025-04-21,D01,69,3769,4558.14,4556.61,0,False,553,0.2586,43.98,False,4431
2025-04-22,D01,69,4559,4558.57,4570.18,1,False,507,0.2559,35.59,False,4702
2025-04-23,D01,69,4431,4542.0,4568.86,2,False,547,0.2603,39.67,False,3961
2025-04-24,D01,69,4702,4508.29,4573.21,3,False,600,0.2483,33.61,False,4493
2025-04-25,D01,69,3961,4336.57,4546.07,4,False,515,0.2438,41.98,False,5580
2025-04-26,D01,69,4493,4460.0,4543.96,5,False,572,0.2564,39.35,False,4411
2025-04-27,D01,69,5580,4499.29,4560.04,6,False,552,0.2634,47.99,False,4285
2025-04-28,D01,70,4411,4591.0,4588.93,0,False,579,0.2494,38.41,False,4625
2025-04-29,D01,70,4285,4551.86,4616.86,1,False,612,0.256,38.04,False,4623
2025-04-30,D01,70,4625,4579.57,4606.0,2,False,565,0.257,52.06,False,3950
2025-05-01,D01,70,4623,4568.29,4598.5,3,True,594,0.2571,41.96,False,4481
2025-05-02,D01,70,3950,4566.71,4574.04,4,False,578,0.2496,35.66,False,5466
2025-05-03,D01,70,4481,4565.0,4566.86,5,False,519,0.2455,40.31,False,3684
2025-05-04,D01,70,5466,4548.71,4565.04,6,False,502,0.25,32.68,False,4442
2025-05-05,D01,71,3684,4444.86,4556.86,0,False,562,0.2408,45.95,False,4125
2025-05-06,D01,71,4442,4467.29,4548.18,1,False,557,0.2386,39.11,False,5139
2025-05-07,D01,71,4125,4395.86,4537.29,2,False,549,0.2557,32.52,False,5049
2025-05-08,D01,71,5139,4469.57,4559.5,3,False,581,0.238,42.44,False,4679
2025-05-09,D01,71,5049,4626.57,4558.57,4,False,588,0.2488,41.82,False,5000
2025-05-10,D01,71,4679,4654.86,4555.07,5,False,516,0.25,44.67,False,4020
2025-05-11,D01,71,5000,4588.29,4550.89,6,False,541,0.248,41.03,False,3444
2025-05-12,D01,72,4020,4636.29,4557.57,0,True,526,0.2476,36.86,False,4571
2025-05-13,D01,72,3444,4493.71,4517.86,1,False,573,0.2629,34.36,False,4386
2025-05-14,D01,72,4571,4557.43,4518.71,2,False,522,0.2376,43.8,False,4522
2025-05-15,D01,72,4386,4449.86,4499.0,3,False,607,0.2529,36.85,False,4731
2025-05-16,D01,72,4522,4374.57,4476.11,4,False,579,0.2468,39.0,False,4664
2025-05-17,D01,72,4731,4382.0,4515.46,5,False,629,0.2496,39.88,False,3983
2025-05-18,D01,72,4664,4334.0,4492.57,6,False,580,0.2559,40.45,False,4620
2025-05-19,D01,73,3983,4328.71,4500.21,0,False,505,0.256,29.71,False,4704
2025-05-20,D01,73,4620,4496.71,4502.39,1,False,606,0.2548,36.38,False,4582
2025-05-21,D01,73,4704,4515.71,4512.14,2,False,519,0.2505,30.04,False,4016
2025-05-22,D01,73,4582,4543.71,4507.86,3,False,556,0.2574,38.88,False,4558
2025-05-23,D01,73,4016,4471.43,4509.82,4,False,602,0.2533,45.71,False,5171
2025-05-24,D01,73,4558,4446.71,4512.14,5,False,583,0.2586,29.0,False,4068
2025-05-25,D01,73,5171,4519.14,4497.54,6,False,595,0.2577,41.71,False,4167
2025-05-26,D01,74,4068,4531.29,4485.29,0,False,530,0.2542,50.55,False,4832
2025-05-27,D01,74,4167,4466.57,4481.07,1,False,531,0.2544,31.33,False,5011
2025-05-28,D01,74,4832,4484.86,4488.46,2,False,590,0.2446,38.74,False,4713
2025-05-29,D01,74,5011,4546.14,4502.32,3,False,608,0.2617,39.55,False,4603
2025-05-30,D01,74,4713,4645.71,4529.57,4,False,535,0.2427,30.84,False,5362
2025-05-31,D01,74,4603,4652.14,4533.93,5,False,509,0.255,42.16,False,3817
2025-06-01,D01,74,5362,4679.43,4530.21,6,False,550,0.234,37.08,False,4122
2025-06-02,D01,75,3817,4643.57,4534.96,0,False,537,0.2562,36.83,False,4840
2025-06-03,D01,75,4122,4637.14,4523.54,1,False,557,0.2505,44.31,False,4569
2025-06-04,D01,75,4840,4638.29,4549.07,2,False,534,0.2465,40.83,False,4393
2025-06-05,D01,75,4569,4575.14,4528.71,3,False,541,0.2527,35.21,False,4390
2025-06-06,D01,75,4393,4529.43,4505.29,4,False,587,0.2609,40.94,False,3749
2025-06-07,D01,75,4390,4499.0,4494.96,5,True,555,0.2518,40.23,False,4030
2025-06-08,D01,75,3749,4268.57,4450.29,6,False,513,0.2532,40.03,False,4149
2025-06-09,D01,76,4030,4299.0,4450.64,0,False,597,0.2483,40.25,False,4146
2025-06-10,D01,76,4149,4302.86,4475.82,1,False,602,0.2597,41.9,False,4627
2025-06-11,D01,76,4146,4203.71,4460.64,2,False,538,0.2417,42.96,False,4635
2025-06-12,D01,76,4627,4212.0,4469.25,3,False,483,0.2386,31.67,False,4883
2025-06-13,D01,76,4635,4246.57,4473.29,4,False,547,0.2414,34.98,False,4861
2025-06-14,D01,76,4883,4317.0,4478.71,5,False,556,0.2445,32.77,False,3819
2025-06-15,D01,76,4861,4475.86,4485.75,6,False,577,0.2636,42.07,False,4502
2025-06-16,D01,77,3819,4445.71,4479.89,0,False,615,0.2619,41.34,False,4415
2025-06-17,D01,77,4502,4496.14,4475.68,1,False,600,0.245,39.81,False,4959
2025-06-18,D01,77,4415,4534.57,4465.36,2,False,551,0.2425,32.71,False,4981
2025-06-19,D01,77,4959,4582.0,4478.82,3,False,569,0.2478,42.74,False,4614
2025-06-20,D01,77,4981,4631.43,4513.29,4,False,572,0.2555,38.1,False,5159
2025-06-21,D01,77,4614,4593.0,4515.29,5,False,565,0.239,39.88,False,3831
2025-06-22,D01,77,5159,4635.57,4514.86,6,False,660,0.2539,42.87,False,4039
2025-06-23,D01,78,3831,4637.29,4506.39,0,False,536,0.2475,41.78,False,4801
2025-06-24,D01,78,4039,4571.14,4501.82,1,False,588,0.2502,40.34,False,4941
2025-06-25,D01,78,4801,4626.29,4500.71,2,False,600,0.2618,41.1,False,4120
2025-06-26,D01,78,4941,4623.71,4498.21,3,False,575,0.2617,48.37,False,4919
2025-06-27,D01,78,4120,4500.71,4477.04,4,False,534,0.2497,33.76,False,5266
2025-06-28,D01,78,4919,4544.29,4488.32,5,False,572,0.2555,40.01,False,4183
2025-06-29,D01,78,5266,4559.57,4484.89,6,False,595,0.2431,30.92,False,4436
2025-06-30,D01,79,4183,4609.86,4497.96,0,False,512,0.2415,39.04,False,4786
2025-07-01,D01,79,4436,4666.57,4509.18,1,False,584,0.2523,27.55,False,4320
2025-07-02,D01,79,4786,4664.43,4507.25,2,False,558,0.2507,40.38,False,4942
2025-07-03,D01,79,4320,4575.71,4498.36,3,False,539,0.2574,39.17,False,4551
2025-07-04,D01,79,4942,4693.14,4517.96,4,False,580,0.2327,46.72,False,5129
2025-07-05,D01,79,4551,4640.57,4523.71,5,False,509,0.2617,38.87,False,4047
2025-07-06,D01,79,5129,4621.0,4573.0,6,False,587,0.2506,30.95,False,4465
2025-07-07,D01,80,4047,4601.57,4573.61,0,False,525,0.2556,52.51,False,4647
2025-07-08,D01,80,4465,4605.71,4584.89,1,False,602,0.2552,49.45,False,4508
2025-07-09,D01,80,4647,4585.86,4602.79,2,False,562,0.2461,41.26,False,4737
2025-07-10,D01,80,4508,4612.71,4598.54,3,False,559,0.258,36.47,False,4298
2025-07-11,D01,80,4737,4583.43,4602.18,4,False,577,0.2574,40.8,False,5173
2025-07-12,D01,80,4298,4547.29,4581.29,5,False,595,0.2516,31.7,False,4044
2025-07-13,D01,80,5173,4553.57,4592.43,6,False,553,0.247,36.32,False,4106
2025-07-14,D01,81,4044,4553.14,4600.46,0,False,544,0.2556,34.77,False,4960
2025-07-15,D01,81,4106,4501.86,4586.32,1,False,584,0.2473,36.77,False,4547
2025-07-16,D01,81,4960,4546.57,4605.79,2,False,557,0.2589,41.39,False,4877
2025-07-17,D01,81,4547,4552.14,4591.07,3,False,509,0.2487,37.32,False,4351
2025-07-18,D01,81,4877,4572.14,4587.36,4,False,520,0.2475,37.33,False,5342
2025-07-19,D01,81,4351,4579.71,4577.96,5,False,642,0.2436,37.68,False,3628
2025-07-20,D01,81,5342,4603.86,4584.5,6,False,524,0.2444,41.16,False,4331
2025-07-21,D01,82,3628,4544.43,4577.25,0,False,484,0.2385,40.84,False,4730
2025-07-22,D01,82,4331,4576.57,4587.68,1,False,547,0.2482,50.0,False,4736
2025-07-23,D01,82,4730,4543.71,4585.14,2,False,556,0.242,45.43,False,4540
2025-07-24,D01,82,4736,4570.71,4577.82,3,False,584,0.2647,28.27,False,4649
2025-07-25,D01,82,4540,4522.57,4592.82,4,False,566,0.2476,34.83,False,5084
2025-07-26,D01,82,4649,4565.14,4583.18,5,False,582,0.2723,37.35,False,3709
2025-07-27,D01,82,5084,4528.29,4576.68,6,False,515,0.2358,45.55,False,4296
2025-07-28,D01,83,3709,4539.86,4559.75,0,False,600,0.248,50.1,False,4700
2025-07-29,D01,83,4296,4534.86,4554.75,1,False,544,0.2541,35.21,False,4694
2025-07-30,D01,83,4700,4530.57,4551.68,2,False,559,0.255,40.3,False,4670
2025-07-31,D01,83,4694,4524.57,4565.04,3,False,513,0.2582,38.99,False,4557
2025-08-01,D01,83,4670,4543.14,4555.32,4,False,516,0.2483,44.86,False,5190
2025-08-02,D01,83,4557,4530.0,4555.54,5,False,566,0.2583,35.84,False,3899
2025-08-03,D01,83,5190,4545.14,4557.71,6,False,579,0.2511,47.78,False,4153
2025-08-04,D01,84,3899,4572.29,4552.43,0,False,536,0.2501,43.59,False,4544
2025-08-05,D01,84,4153,4551.86,4541.29,1,False,545,0.2466,41.73,False,4888
2025-08-06,D01,84,4544,4529.57,4537.61,2,False,541,0.2628,36.07,False,4526
2025-08-07,D01,84,4888,4557.29,4551.18,3,False,599,0.2422,37.16,False,4827
2025-08-08,D01,84,4526,4536.71,4543.64,4,False,639,0.2475,48.99,False,3878
2025-08-09,D01,84,4827,4575.29,4562.54,5,True,522,0.2434,40.47,False,3824
2025-08-10,D01,84,3878,4387.86,4516.29,6,False,526,0.2432,36.82,False,4213
2025-08-11,D01,85,3824,4377.14,4508.43,0,False,521,0.2431,39.35,False,4878
2025-08-12,D01,85,4213,4385.71,4512.25,1,False,657,0.254,35.33,False,4576
2025-08-13,D01,85,4878,4433.43,4509.32,2,False,518,0.2477,40.47,False,5081
2025-08-14,D01,85,4576,4388.86,4510.36,3,False,572,0.2488,45.92,False,4367
2025-08-15,D01,85,5081,4468.14,4517.64,4,False,524,0.2534,41.2,False,5628
2025-08-16,D01,85,4367,4402.43,4518.21,5,False,565,0.2503,44.31,False,3496
2025-08-17,D01,85,5628,4652.43,4528.43,6,False,585,0.2502,34.99,False,4719
2025-08-18,D01,86,3496,4605.57,4523.71,0,False,508,0.2534,45.87,False,4754
2025-08-19,D01,86,4719,4677.86,4537.57,1,False,506,0.2433,45.38,False,4682
2025-08-20,D01,86,4754,4660.14,4538.43,2,False,552,0.2458,41.52,False,4250
2025-08-21,D01,86,4682,4675.29,4536.5,3,False,551,0.2474,38.41,False,4650
2025-08-22,D01,86,4250,4556.57,4526.14,4,False,547,0.2475,37.17,False,5236
2025-08-23,D01,86,4650,4597.0,4526.18,5,False,552,0.2507,42.4,False,3901
2025-08-24,D01,86,5236,4541.0,4531.61,6,False,497,0.2449,40.58,False,4557
2025-08-25,D01,87,3901,4598.86,4538.46,0,False,563,0.2613,40.1,False,4911
2025-08-26,D01,87,4557,4575.71,4547.79,1,False,495,0.2631,29.95,False,4750
2025-08-27,D01,87,4911,4598.14,4555.32,2,False,568,0.2552,40.06,False,4578
2025-08-28,D01,87,4750,4607.86,4557.32,3,False,593,0.2584,43.55,False,4800
2025-08-29,D01,87,4578,4654.71,4554.04,4,False,491,0.2626,38.74,False,5451
2025-08-30,D01,87,4800,4676.14,4562.71,5,False,584,0.2604,46.45,False,3809
2025-08-31,D01,87,5451,4706.86,4572.04,6,False,591,0.249,43.6,False,4800
2025-09-01,D01,88,3809,4693.71,4568.82,0,False,554,0.2436,35.54,False,4863
2025-09-02,D01,88,4800,4728.43,4591.93,1,False,524,0.2483,40.4,False,4785
2025-09-03,D01,88,4863,4721.57,4603.32,2,False,565,0.2538,43.11,False,4740
2025-09-04,D01,88,4785,4726.57,4599.64,3,False,612,0.2463,38.75,False,4478
2025-09-05,D01,88,4740,4749.71,4607.29,4,False,562,0.2471,37.05,False,5482
2025-09-06,D01,88,4478,4703.71,4594.82,5,False,518,0.2552,32.31,False,3580
2025-09-07,D01,88,5482,4708.14,4652.11,6,False,524,0.2541,40.27,False,4369
