image_id,class_label,defect_mode,ipc_class,aoi_flag,manual_decision
board_000647,safety_critical_defect,missing_component,Class_3,1,fail
board_000648,good,none,Class_3,1,pass
board_000649,minor_defect,cold_joint,Class_3,1,fail
board_000650,minor_defect,contamination,Class_3,1,fail
board_000651,good,none,Class_3,0,pass
board_000652,minor_defect,scratch,Class_3,1,fail
board_000653,minor_defect,cold_joint,Class_3,1,fail
board_000654,minor_defect,contamination,Class_2,1,fail
board_000655,good,none,Class_3,0,pass
board_000656,good,none,Class_3,0,pass
board_000657,minor_defect,scratch,Class_2,1,fail
board_000658,minor_defect,contamination,Class_3,1,fail
board_000659,good,none,Class_3,0,pass
board_000660,good,none,Class_3,0,pass
board_000661,major_defect,missing_component,Class_3,1,fail
board_000662,major_defect,solder_bridge,Class_2,0,fail
board_000663,good,none,Class_3,0,pass
board_000664,minor_defect,contamination,Class_2,1,fail
board_000665,major_defect,missing_component,Class_3,1,fail
board_000666,good,none,Class_3,0,pass
board_000667,good,none,Class_3,0,pass
board_000668,major_defect,missing_component,Class_2,1,fail
board_000669,minor_defect,cold_joint,Class_2,1,fail
board_000670,good,none,Class_3,0,pass
board_000671,minor_defect,scratch,Class_3,1,fail
board_000672,major_defect,missing_component,Class_3,1,fail
board_000673,good,none,Class_3,0,pass
board_000674,good,none,Class_3,0,pass
board_000675,good,none,Class_3,0,pass
board_000676,good,none,Class_3,0,pass
board_000677,good,none,Class_3,1,pass
board_000678,good,none,Class_3,1,pass
board_000679,safety_critical_defect,tombstone,Class_3,1,fail
board_000680,good,none,Class_2,1,pass
board_000681,good,none,Class_3,0,pass
board_000682,good,none,Class_3,0,pass
board_000683,good,none,Class_3,0,pass
board_000684,good,none,Class_3,0,pass
board_000685,major_defect,solder_bridge,Class_2,1,fail
board_000686,good,none,Class_3,1,pass
board_000687,major_defect,solder_bridge,Class_3,1,fail
board_000688,good,none,Class_3,1,pass
board_000689,good,none,Class_3,0,pass
board_000690,good,none,Class_2,1,pass
board_000691,good,none,Class_3,0,pass
board_000692,safety_critical_defect,missing_component,Class_3,0,fail
board_000693,good,none,Class_2,0,pass
board_000694,good,none,Class_2,0,pass
board_000695,good,none,Class_2,0,pass
board_000696,good,none,Class_3,0,pass
board_000697,minor_defect,scratch,Class_3,0,fail
board_000698,good,none,Class_2,1,pass
board_000699,major_defect,missing_component,Class_3,1,fail
board_000700,minor_defect,scratch,Class_3,1,fail
board_000701,minor_defect,contamination,Class_3,1,fail
board_000702,minor_defect,contamination,Class_2,0,fail
board_000703,minor_defect,scratch,Class_3,1,fail
board_000704,major_defect,missing_component,Class_3,1,fail
board_000705,minor_defect,scratch,Class_3,0,fail
board_000706,good,none,Class_2,0,pass
board_000707,good,none,Class_2,0,pass
board_000708,minor_defect,scratch,Class_2,0,fail
board_000709,good,none,Class_3,0,pass
board_000710,good,none,Class_3,0,pass
board_000711,minor_defect,cold_joint,Class_3,1,fail
board_000712,good,none,Class_3,0,pass
board_000713,good,none,Class_3,0,pass
board_000714,good,none,Class_3,0,pass
board_000715,good,none,Class_2,1,pass
board_000716,good,none,Class_2,1,pass
board_000717,minor_defect,scratch,Class_2,1,fail
board_000718,good,none,Class_3,0,pass
board_000719,good,none,Class_3,0,pass
board_000720,minor_defect,contamination,Class_3,1,fail
board_000721,good,none,Class_3,0,pass
board_000722,good,none,Class_2,0,pass
board_000723,good,none,Class_2,0,pass
board_000724,good,none,Class_3,0,pass
board_000725,minor_defect,scratch,Class_3,1,fail
board_000726,minor_defect,contamination,Class_2,1,fail
board_000727,minor_defect,contamination,Class_3,0,fail
board_000728,safety_critical_defect,solder_bridge,Class_2,1,fail
board_000729,good,none,Class_3,0,pass
board_000730,good,none,Class_3,0,pass
board_000731,good,none,Class_2,0,pass
board_000732,good,none,Class_3,0,pass
board_000733,good,none,Class_2,0,pass
board_000734,major_defect,solder_bridge,Class_3,1,fail
board_000735,minor_defect,contamination,Class_3,1,fail
board_000736,good,none,Class_3,0,pass
board_000737,minor_defect,scratch,Class_2,1,fail
board_000738,major_defect,missing_component,Class_3,1,fail
board_000739,major_defect,tombstone,Class_3,1,fail
board_000740,minor_defect,scratch,Class_3,1,fail
board_000741,good,none,Class_3,0,pass
board_000742,good,none,Class_3,0,pass
board_000743,good,none,Class_3,0,pass
board_000744,good,none,Class_2,0,pass
board_000745,good,none,Class_3,0,pass
board_000746,good,none,Class_2,0,pass
board_000747,good,none,Class_3,0,pass
board_000748,good,none,Class_3,0,pass
board_000749,minor_defect,cold_joint,Class_3,0,fail
board_000750,safety_critical_defect,solder_bridge,Class_3,1,fail
board_000751,minor_defect,scratch,Class_3,1,fail
board_000752,safety_critical_defect,solder_bridge,Class_3,0,fail
board_000753,minor_defect,contamination,Class_3,1,fail
board_000754,good,none,Class_2,0,pass
board_000755,good,none,Class_3,0,pass
board_000756,good,none,Class_2,1,pass
board_000757,good,none,Class_3,1,pass
board_000758,good,none,Class_2,0,pass
board_000759,good,none,Class_3,0,pass
board_000760,good,none,Class_3,0,pass
board_000761,good,none,Class_2,0,pass
board_000762,minor_defect,cold_joint,Class_3,0,fail
board_000763,good,none,Class_2,0,pass
board_000764,safety_critical_defect,solder_bridge,Class_3,1,fail
board_000765,minor_defect,scratch,Class_3,1,fail
board_000766,good,none,Class_2,0,pass
board_000767,minor_defect,scratch,Class_3,1,fail
board_000768,good,none,Class_3,0,pass
board_000769,minor_defect,scratch,Class_2,0,fail
board_000770,good,none,Class_2,0,pass
board_000771,good,none,Class_3,0,pass
board_000772,minor_defect,contamination,Class_3,1,fail
board_000773,good,none,Class_3,0,pass
board_000774,good,none,Class_3,0,pass
board_000775,good,none,Class_3,0,pass
board_000776,good,none,Class_3,0,pass
board_000777,good,none,Class_2,0,pass
board_000778,good,none,Class_3,0,pass
board_000779,good,none,Class_2,0,pass
board_000780,good,none,Class_2,1,pass
board_000781,minor_defect,scratch,Class_2,1,fail
board_000782,minor_defect,scratch,Class_2,0,fail
board_000783,major_defect,missing_component,Class_3,1,fail
board_000784,minor_defect,contamination,Class_3,1,fail
board_000785,good,none,Class_3,0,pass
board_000786,minor_defect,scratch,Class_3,0,fail
board_000787,major_defect,missing_component,Class_2,1,fail
board_000788,good,none,Class_3,0,pass
board_000789,good,none,Class_3,0,pass
board_000790,minor_defect,contamination,Class_3,1,fail
board_000791,good,none,Class_3,1,pass
board_000792,good,none,Class_3,0,pass
board_000793,good,none,Class_3,0,pass
board_000794,good,none,Class_2,0,pass
board_000795,good,none,Class_3,0,pass
board_000796,good,none,Class_3,0,pass
board_000797,good,none,Class_3,0,pass
board_000798,major_defect,solder_bridge,Class_3,0,fail
board_000799,good,none,Class_2,0,pass
